agent,other,trust,friendship,respect,fear
Elina,Ramian,0,0,0,0
Elina,Ramiko,0,0,0,0
Elina,Arina,0,0,0,0
Elina,Kaimi,0,0,0,0
Elina,Mirana,0,0,0,0
Elina,Mirako,0,0,0,0
Elina,Senana,0,0,0,0
Arian,Mira,0,0,0,0
Arian,Kai,0,0,0,0
Arian,Lena,0,2,1,0
Arian,Rook,0,0,0,0
Arian,Niko,0,0,0,0
Arian,Aria,0,0,0,0
Arian,Eli,0,0,0,0
Arian,Liona,0,0,0,0
Arian,Arira,0,0,0,0
Arian,Kairen,0,0,0,0
Arian,Ramiel,0,0,0,0
Arian,Ramimi,0,0,0,0
Arian,Eliel,0,0,0,0
Arian,Elina,0,0,0,0
Arian,Nova,2,6,1,0
Arian,Daren,3,0,0,0
Arian,Zane,4,4,0,0
Arian,Ramina,0,1,0,0
Arian,Elian,0,0,0,0
Arian,Mirara,0,0,0,0
Arian,Arimi,0,0,0,0
Arian,Ramira,0,0,0,0
Arian,Ramian,0,0,0,0
Arian,Ramiko,0,0,0,0
Arian,Arina,0,0,0,0
Arian,Kaimi,0,0,0,0
Arian,Senael,1,0,0,0
Arian,Mirana,0,0,0,0
Arian,Mirako,0,0,0,0
Arian,Senana,0,0,0,0
Ramimi,Mira,0,0,0,0
Ramimi,Kai,0,0,0,0
Ramimi,Lena,4,6,3,0
Ramimi,Niko,0,0,0,0
Ramimi,Aria,0,0,0,0
Ramimi,Eli,1,2,0,0
Ramimi,Liona,0,0,0,0
Ramimi,Arira,0,0,0,0
Ramimi,Kairen,0,0,0,0
Ramimi,Ramiel,0,0,0,0
Ramimi,Eliel,0,0,0,0
Ramimi,Elina,0,0,0,0
Ramimi,Rook,4,5,0,0
Ramimi,Zane,0,2,0,0
Ramimi,Nova,0,2,1,0
Ramimi,Mirako,0,1,0,0
Ramimi,Daren,0,0,1,0
Ramimi,Elian,0,0,0,0
Ramimi,Mirara,0,0,0,0
Ramimi,Arimi,0,0,0,0
Ramimi,Ramira,0,0,0,0
Ramimi,Ramian,0,0,0,0
Ramimi,Ramiko,0,0,0,0
Ramimi,Arina,0,0,0,0
Ramimi,Kaimi,0,0,0,0
Ramimi,Mirana,0,0,0,0
Ramimi,Senana,0,0,0,0
Elian,Mira,0,0,1,0
Elian,Kai,18,24,5,0
Elian,Niko,0,0,0,0
Elian,Aria,3,0,0,0
Elian,Daren,0,0,1,0
Elian,Eli,2,0,0,0
Elian,Liona,0,0,0,0
Elian,Arira,0,0,0,0
Elian,Kairen,0,0,0,0
Elian,Ramiel,0,0,0,0
Elian,Ramimi,0,0,0,0
Elian,Eliel,0,0,0,0
Elian,Elina,0,0,0,0
Elian,Lena,0,0,2,0
Elian,Rook,0,0,0,0
Elian,Zane,0,0,0,0
Elian,Mirara,0,0,0,0
Elian,Arimi,0,0,0,0
Elian,Ramira,0,0,0,0
Elian,Ramian,0,0,0,0
Elian,Ramiko,0,0,0,0
Elian,Arina,0,0,0,0
Elian,Kaimi,0,0,0,0
Elian,Mirana,0,0,0,0
Elian,Mirako,1,0,0,0
Elian,Senana,0,0,0,0
Kairen,Mira,0,0,3,0
Kairen,Kai,0,0,0,0
Kairen,Lena,1,0,1,0
Kairen,Rook,0,0,0,0
Kairen,Niko,4,0,0,0
Kairen,Aria,0,0,0,0
Kairen,Eli,0,0,0,0
Kairen,Liona,0,0,0,0
Kairen,Arira,0,0,0,0
Kairen,Ramiel,0,0,0,0
Kairen,Ramimi,0,0,0,0
Kairen,Eliel,0,0,0,0
Kairen,Elina,0,0,0,0
Kairen,Elian,0,0,0,0
Kairen,Mirara,0,0,0,0
Kairen,Nova,14,4,3,0
Kairen,Zane,0,2,0,0
Kairen,Arimi,0,0,0,0
Kairen,Daren,-1,2,2,0
Kairen,Noraan,0,1,0,0
Kairen,Ramira,0,0,0,0
Kairen,Ramian,0,0,0,0
Kairen,Ramiko,0,0,0,0
Kairen,Arina,0,0,0,0
Kairen,Kaimi,0,0,0,0
Kairen,Mirana,0,0,0,0
Kairen,Mirako,0,0,0,0
Kairen,Senana,0,0,0,0
Mirara,Mira,0,0,1,0
Mirara,Kai,0,0,0,0
Mirara,Lena,1,2,0,0
Mirara,Rook,0,0,0,0
Mirara,Niko,0,0,0,0
Mirara,Aria,0,0,0,0
Mirara,Eli,0,0,0,0
Mirara,Liona,0,0,0,0
Mirara,Arira,0,0,0,0
Mirara,Kairen,0,0,0,0
Mirara,Ramiel,0,0,0,0
Mirara,Ramimi,0,1,0,0
Mirara,Eliel,0,0,0,0
Mirara,Elina,0,0,0,0
Mirara,Elian,0,0,0,0
Mirara,Zane,1,0,0,0
Mirara,Arimi,0,0,0,0
Mirara,Daren,0,0,1,0
Mirara,Ramira,0,0,0,0
Mirara,Ramian,0,0,0,0
Mirara,Ramiko,0,0,0,0
Mirara,Arina,0,0,0,0
Mirara,Kaimi,1,0,0,0
Mirara,Mirana,0,0,0,0
Mirara,Mirako,0,0,0,0
Mirara,Senana,0,0,0,0
Arimi,Mira,5,3,5,0
Arimi,Kai,1,0,0,0
Arimi,Lena,0,0,1,0
Arimi,Rook,0,0,1,0
Arimi,Aria,9,8,0,0
Arimi,Eli,2,0,0,0
Arimi,Zane,0,0,0,0
Arimi,Liona,0,0,0,0
Arimi,Arira,0,0,0,0
Arimi,Kairen,0,0,0,0
Arimi,Ramiel,0,0,0,0
Arimi,Ramimi,0,0,0,0
Arimi,Eliel,0,0,0,0
Arimi,Elina,0,0,0,0
Arimi,Elian,0,0,0,0
Arimi,Mirara,1,0,0,0
Arimi,Daren,4,0,3,0
Arimi,Niko,0,0,0,0
Arimi,Ramira,0,0,0,0
Arimi,Ramian,0,0,0,0
Arimi,Ramiko,0,0,0,0
Arimi,Arina,0,0,0,0
Arimi,Kaimi,0,0,0,0
Arimi,Mirana,0,0,0,0
Arimi,Mirako,0,0,0,0
Arimi,Senana,1,0,0,0
Mirala,Mira,0,0,0,0
Mirala,Kai,0,0,0,0
Mirala,Lena,0,4,2,0
Mirala,Rook,1,0,0,0
Mirala,Aria,0,0,0,0
Mirala,Eli,0,0,0,0
Mirala,Zane,0,0,0,0
Mirala,Liona,0,0,0,0
Mirala,Arira,0,0,0,0
Mirala,Kairen,0,0,0,0
Mirala,Ramiel,0,0,0,0
Mirala,Ramimi,0,0,0,0
Mirala,Eliel,0,0,0,0
Mirala,Elina,0,0,0,0
Mirala,Elian,0,0,0,0
Mirala,Mirara,0,0,0,0
Mirala,Arimi,0,0,0,0
Mirala,Niko,0,5,0,0
Mirala,Daren,1,0,0,0
Mirala,Nova,0,0,1,0
Mirala,Ramira,0,0,0,0
Mirala,Ramian,0,0,0,0
Mirala,Ramiko,0,0,0,0
Mirala,Arina,0,0,0,0
Mirala,Kaimi,0,0,0,0
Mirala,Mirana,0,0,0,0
Mirala,Mirako,0,0,0,0
Mirala,Senana,0,0,0,0
Eliko,Mira,0,0,0,0
Eliko,Kai,0,0,0,0
Eliko,Rook,0,0,0,0
Eliko,Niko,0,0,0,0
Eliko,Aria,0,0,0,0
Eliko,Eli,0,0,0,0
Eliko,Zane,5,2,0,0
Eliko,Liona,0,0,0,0
Eliko,Arira,0,0,0,0
Eliko,Kairen,0,0,0,0
Eliko,Ramiel,0,0,0,0
Eliko,Ramimi,0,0,0,0
Eliko,Eliel,0,0,0,0
Eliko,Elina,0,0,0,0
Eliko,Elian,0,0,0,0
Eliko,Mirara,0,0,0,0
Eliko,Arimi,0,0,0,0
Eliko,Nova,13,7,5,0
Eliko,Daren,1,0,0,0
Eliko,Lena,-1,2,3,0
Eliko,Norako,0,1,0,0
Eliko,Ramira,0,0,0,0
Eliko,Ramina,0,4,0,0
Eliko,Ramian,0,0,0,0
Eliko,Ramiko,0,0,0,0
Eliko,Arina,0,0,0,0
Eliko,Kaimi,0,0,0,0
Eliko,Mirana,0,0,0,0
Eliko,Mirako,0,0,0,0
Eliko,Senana,0,0,0,0
Ramira,Mira,0,0,1,0
Ramira,Kai,0,0,0,0
Ramira,Rook,0,0,1,0
Ramira,Niko,4,0,0,0
Ramira,Aria,0,0,0,0
Ramira,Daren,9,6,3,0
Ramira,Eli,0,0,0,0
Ramira,Liona,0,0,0,0
Ramira,Arira,0,0,0,0
Ramira,Kairen,0,0,0,0
Ramira,Ramiel,0,0,0,0
Ramira,Ramimi,0,0,0,0
Ramira,Eliel,0,0,0,0
Ramira,Elina,0,0,0,0
Ramira,Elian,0,0,0,0
Ramira,Mirara,0,0,0,0
Ramira,Arimi,0,0,0,0
Ramira,Lena,5,5,5,0
Ramira,Zane,1,0,0,0
Ramira,Ramian,0,0,0,0
Ramira,Ramiko,0,0,0,0
Ramira,Arina,0,0,0,0
Ramira,Kaimi,0,0,0,0
Ramira,Mirana,0,0,0,0
Ramira,Mirako,0,0,0,0
Ramira,Senana,0,0,0,0
Ramiel,Mira,4,4,1,0
Ramiel,Kai,4,9,1,0
Ramiel,Rook,5,0,1,0
Ramiel,Niko,0,0,0,0
Ramiel,Aria,1,0,0,0
Ramiel,Daren,0,0,0,0
Ramiel,Eli,0,2,0,0
Ramiel,Liona,0,0,0,0
Ramiel,Arira,0,0,0,0
Ramiel,Kairen,0,0,0,0
Ramiel,Ramimi,0,0,0,0
Ramiel,Eliel,0,0,0,0
Ramiel,Elina,0,0,0,0
Ramiel,Elian,0,0,0,0
Ramiel,Mirara,0,0,0,0
Ramiel,Arimi,0,0,0,0
Ramiel,Ramira,0,0,0,0
Ramiel,Lena,0,0,4,0
Ramiel,Zane,1,4,0,0
Ramiel,Ramian,0,0,0,0
Ramiel,Ramiko,0,0,0,0
Ramiel,Arina,1,0,0,0
Ramiel,Kaimi,0,0,0,0
Ramiel,Mirana,0,0,0,0
Ramiel,Mirako,0,0,0,0
Ramiel,Senana,0,0,0,0
Ramina,Mira,0,0,0,0
Ramina,Kai,0,0,0,0
Ramina,Lena,0,0,0,0
Ramina,Rook,0,0,0,0
Ramina,Niko,1,0,0,0
Ramina,Aria,0,0,0,0
Ramina,Daren,1,0,1,0
Ramina,Eli,0,0,0,0
Ramina,Liona,0,0,0,0
Ramina,Arira,0,0,0,0
Ramina,Kairen,0,0,0,0
Ramina,Ramiel,0,0,0,0
Ramina,Ramimi,0,0,0,0
Ramina,Eliel,0,0,0,0
Ramina,Elina,0,0,0,0
Ramina,Elian,0,0,0,0
Ramina,Mirara,0,0,0,0
Ramina,Arimi,0,0,0,0
Ramina,Ramira,0,0,0,0
Ramina,Nova,10,7,1,0
Ramina,Zane,0,0,0,0
Ramina,Eliko,0,4,0,0
Ramina,Arian,0,1,0,0
Ramina,Ramian,0,0,0,0
Ramina,Ramiko,0,0,0,0
Ramina,Arina,0,0,0,0
Ramina,Kaimi,0,0,0,0
Ramina,Mirana,0,0,0,0
Ramina,Mirako,0,0,0,0
Ramina,Senana,0,0,0,0
Ramian,Mira,0,0,1,0
Ramian,Kai,0,0,0,0
Ramian,Lena,0,0,0,0
Ramian,Rook,0,0,0,0
Ramian,Niko,2,0,0,0
Ramian,Aria,0,0,0,0
Ramian,Daren,12,13,1,0
Ramian,Eli,0,0,0,0
Ramian,Zane,1,0,0,0
Ramian,Liona,0,0,0,0
Ramian,Arira,0,0,0,0
Ramian,Kairen,0,0,0,0
Ramian,Ramiel,0,0,0,0
Ramian,Ramimi,0,0,0,0
Ramian,Eliel,0,0,0,0
Ramian,Elina,0,0,0,0
Ramian,Elian,0,0,0,0
Ramian,Mirara,0,0,0,0
Ramian,Arimi,0,0,0,0
Ramian,Ramira,0,0,0,0
Ramian,Ramiko,0,0,0,0
Ramian,Arina,0,0,0,0
Ramian,Kaimi,0,0,0,0
Ramian,Mirana,0,0,0,0
Ramian,Mirako,0,0,0,0
Ramian,Senana,0,0,0,0
Mirara,Mira,0,0,2,0
Mirara,Kai,10,2,1,0
Mirara,Lena,0,0,1,0
Mirara,Rook,4,0,3,0
Mirara,Niko,0,0,0,0
Mirara,Aria,1,0,0,0
Mirara,Daren,0,0,0,0
Mirara,Eli,0,0,0,0
Mirara,Zane,1,2,0,0
Mirara,Liona,0,0,0,0
Mirara,Arira,0,0,0,0
Mirara,Kairen,0,0,0,0
Mirara,Ramiel,0,0,0,0
Mirara,Ramimi,0,0,0,0
Mirara,Eliel,0,0,0,0
Mirara,Elina,0,0,0,0
Mirara,Elian,0,0,0,0
Mirara,Arimi,0,1,0,0
Mirara,Ramira,0,0,0,0
Mirara,Ramian,0,0,0,0
Mirara,Ramiko,0,0,0,0
Mirara,Arina,0,0,0,0
Mirara,Kaimi,0,0,0,0
Mirara,Mirana,0,0,0,0
Mirara,Mirako,0,0,0,0
Mirara,Senana,0,0,0,0
Arina,Kai,0,0,0,0
Arina,Lena,-1,6,1,0
Arina,Rook,0,0,0,0
Arina,Aria,0,0,0,0
Arina,Daren,0,0,0,0
Arina,Eli,1,0,0,0
Arina,Zane,0,0,0,0
Arina,Liona,0,0,0,0
Arina,Arira,0,0,0,0
Arina,Kairen,0,0,0,0
Arina,Ramiel,0,0,0,0
Arina,Ramimi,0,0,0,0
Arina,Eliel,0,0,0,0
Arina,Elina,0,0,0,0
Arina,Elian,0,0,0,0
Arina,Mirara,0,0,0,0
Arina,Arimi,0,0,0,0
Arina,Ramira,0,0,0,0
Arina,Ramian,0,0,0,0
Arina,Mira,0,0,0,0
Arina,Nova,10,11,5,0
Arina,Mirako,0,1,0,0
Arina,Ramiko,0,0,0,0
Arina,Niko,0,0,0,0
Arina,Senami,0,1,0,0
Arina,Kaimi,0,0,0,0
Arina,Mirana,0,0,0,0
Arina,Senana,0,0,0,0
Ramiko,Mira,5,9,1,0
Ramiko,Kai,0,0,0,0
Ramiko,Lena,0,0,0,0
Ramiko,Rook,0,0,0,0
Ramiko,Aria,0,0,0,0
Ramiko,Daren,1,0,1,0
Ramiko,Eli,1,0,0,0
Ramiko,Zane,0,0,0,0
Ramiko,Liona,0,0,0,0
Ramiko,Arira,0,0,0,0
Ramiko,Kairen,0,0,0,0
Ramiko,Ramiel,0,0,0,0
Ramiko,Ramimi,0,0,0,0
Ramiko,Eliel,0,0,0,0
Ramiko,Elina,0,0,0,0
Ramiko,Elian,0,0,0,0
Ramiko,Mirara,0,0,0,0
Ramiko,Arimi,0,0,0,0
Ramiko,Ramira,0,0,0,0
Ramiko,Ramian,0,0,0,0
Ramiko,Niko,0,0,0,0
Ramiko,Arina,0,0,0,0
Ramiko,Kaimi,0,0,0,0
Ramiko,Mirana,0,0,0,0
Ramiko,Mirako,0,0,0,0
Ramiko,Senana,0,0,0,0
Ramiko,Mira,0,0,0,0
Ramiko,Kai,0,0,0,0
Ramiko,Rook,0,2,0,0
Ramiko,Niko,0,0,0,0
Ramiko,Aria,0,0,0,0
Ramiko,Daren,0,2,1,0
Ramiko,Eli,0,0,0,0
Ramiko,Zane,0,0,0,0
Ramiko,Liona,0,0,0,0
Ramiko,Arira,0,0,0,0
Ramiko,Kairen,0,0,0,0
Ramiko,Ramiel,0,0,0,0
Ramiko,Ramimi,0,0,0,0
Ramiko,Eliel,0,0,0,0
Ramiko,Elina,0,0,0,0
Ramiko,Elian,0,0,0,0
Ramiko,Mirara,0,0,0,0
Ramiko,Arimi,0,0,0,0
Ramiko,Ramira,0,0,0,0
Ramiko,Ramian,0,0,0,0
Ramiko,Nova,18,4,1,0
Ramiko,Lena,18,11,5,0
Ramiko,Arina,0,0,0,0
Ramiko,Kaimi,0,0,0,0
Ramiko,Ramina,0,1,0,0
Ramiko,Mirana,0,0,0,0
Ramiko,Mirako,0,0,0,0
Ramiko,Senana,0,0,0,0
Arina,Mira,1,0,0,0
Arina,Kai,18,2,3,0
Arina,Niko,0,0,0,0
Arina,Aria,1,0,0,0
Arina,Daren,0,0,0,0
Arina,Eli,0,0,0,0
Arina,Zane,0,4,0,0
Arina,Liona,0,0,0,0
Arina,Arira,0,0,0,0
Arina,Kairen,0,0,0,0
Arina,Ramiel,0,1,0,0
Arina,Ramimi,0,0,0,0
Arina,Eliel,0,0,0,0
Arina,Elina,0,0,0,0
Arina,Elian,0,0,0,0
Arina,Mirara,0,0,0,0
Arina,Arimi,0,0,0,0
Arina,Ramira,0,0,0,0
Arina,Ramian,0,0,0,0
Arina,Ramiko,0,0,0,0
Arina,Rook,0,2,0,0
Arina,Kaimi,0,0,0,0
Arina,Lena,0,0,2,0
Arina,Mirana,0,0,0,0
Arina,Mirako,0,0,0,0
Arina,Senana,0,0,0,0
Kaimi,Mira,0,0,0,0
Kaimi,Kai,0,0,0,0
Kaimi,Rook,0,0,1,0
Kaimi,Niko,0,0,0,0
Kaimi,Aria,0,0,0,0
Kaimi,Daren,0,0,0,0
Kaimi,Eli,2,2,0,0
Kaimi,Zane,0,0,0,0
Kaimi,Liona,0,0,0,0
Kaimi,Arira,0,0,0,0
Kaimi,Kairen,0,0,0,0
Kaimi,Ramiel,0,0,0,0
Kaimi,Ramimi,0,0,0,0
Kaimi,Eliel,0,0,0,0
Kaimi,Elina,0,0,0,0
Kaimi,Elian,0,0,0,0
Kaimi,Mirara,0,1,0,0
Kaimi,Arimi,0,0,0,0
Kaimi,Ramira,0,0,0,0
Kaimi,Ramian,0,0,0,0
Kaimi,Ramiko,0,0,0,0
Kaimi,Arina,0,0,0,0
Kaimi,Lena,6,7,3,0
Kaimi,Mirana,0,0,0,0
Kaimi,Mirako,0,0,0,0
Kaimi,Senana,0,0,0,0
Senael,Mira,0,0,0,0
Senael,Kai,0,0,0,0
Senael,Lena,0,0,0,0
Senael,Niko,0,0,0,0
Senael,Aria,0,0,0,0
Senael,Zane,0,0,0,0
Senael,Liona,0,0,0,0
Senael,Arira,0,0,0,0
Senael,Kairen,0,0,0,0
Senael,Ramiel,0,0,0,0
Senael,Ramimi,0,0,0,0
Senael,Eliel,0,0,0,0
Senael,Elina,0,0,0,0
Senael,Elian,0,0,0,0
Senael,Mirara,0,0,0,0
Senael,Arimi,0,0,0,0
Senael,Ramira,0,0,0,0
Senael,Ramian,0,0,0,0
Senael,Ramiko,0,0,0,0
Senael,Arina,0,0,0,0
Senael,Kaimi,0,0,0,0
Senael,Rook,1,6,1,0
Senael,Eli,0,6,0,0
Senael,Daren,4,2,3,0
Senael,Nova,-1,0,1,0
Senael,Arian,0,1,0,0
Senael,Mirana,0,0,0,0
Senael,Mirako,0,0,0,0
Senael,Senana,0,0,0,0
Kaina,Mira,0,0,0,0
Kaina,Kai,0,0,0,0
Kaina,Lena,0,0,1,0
Kaina,Niko,0,0,0,0
Kaina,Aria,0,0,0,0
Kaina,Eli,0,0,0,0
Kaina,Zane,0,0,0,0
Kaina,Liona,0,0,0,0
Kaina,Arira,0,0,0,0
Kaina,Kairen,0,0,0,0
Kaina,Ramiel,0,0,0,0
Kaina,Ramimi,0,0,0,0
Kaina,Eliel,0,0,0,0
Kaina,Elina,0,0,0,0
Kaina,Elian,0,0,0,0
Kaina,Mirara,0,0,0,0
Kaina,Arimi,0,0,0,0
Kaina,Ramira,0,0,0,0
Kaina,Ramian,0,0,0,0
Kaina,Ramiko,0,0,0,0
Kaina,Arina,0,0,0,0
Kaina,Kaimi,0,0,0,0
Kaina,Daren,10,7,3,0
Kaina,Rook,0,4,1,0
Kaina,Nova,-1,2,1,0
Kaina,Senami,0,1,0,0
Kaina,Senaren,0,4,0,0
Kaina,Miraan,0,1,0,0
Kaina,Mirana,0,0,0,0
Kaina,Mirako,0,0,0,0
Kaina,Senana,0,0,0,0
Liona,Mira,0,0,0,0
Liona,Kai,0,0,0,0
Liona,Lena,16,31,4,0
Liona,Niko,1,7,0,0
Liona,Aria,0,0,0,0
Liona,Eli,0,0,0,0
Liona,Zane,0,0,0,0
Liona,Arira,0,0,0,0
Liona,Kairen,0,0,0,0
Liona,Ramiel,0,0,0,0
Liona,Ramimi,0,0,0,0
Liona,Eliel,0,0,0,0
Liona,Elina,0,0,0,0
Liona,Elian,0,0,0,0
Liona,Mirara,0,0,0,0
Liona,Arimi,0,0,0,0
Liona,Ramira,0,0,0,0
Liona,Ramian,0,0,0,0
Liona,Ramiko,0,0,0,0
Liona,Arina,0,0,0,0
Liona,Kaimi,0,0,0,0
Liona,Rook,0,0,0,0
Liona,Daren,0,0,0,0
Liona,Mirana,0,0,0,0
Liona,Mirako,0,0,0,0
Liona,Senana,0,0,0,0
Senaren,Mira,0,0,0,0
Senaren,Kai,0,0,0,0
Senaren,Lena,0,0,0,0
Senaren,Rook,0,0,1,0
Senaren,Niko,0,0,0,0
Senaren,Aria,0,0,0,0
Senaren,Eli,0,0,0,0
Senaren,Zane,0,0,0,0
Senaren,Liona,0,0,0,0
Senaren,Arira,0,0,0,0
Senaren,Kairen,0,0,0,0
Senaren,Ramiel,0,0,0,0
Senaren,Ramimi,0,0,0,0
Senaren,Eliel,0,0,0,0
Senaren,Elina,0,0,0,0
Senaren,Elian,0,0,0,0
Senaren,Mirara,0,0,0,0
Senaren,Arimi,0,0,0,0
Senaren,Ramira,0,0,0,0
Senaren,Ramian,0,0,0,0
Senaren,Ramiko,0,0,0,0
Senaren,Arina,0,0,0,0
Senaren,Kaimi,0,0,0,0
Senaren,Daren,4,2,3,0
Senaren,Kaina,0,4,0,0
Senaren,Nova,-1,0,1,0
Senaren,Miraan,0,1,0,0
Senaren,Mirana,0,0,0,0
Senaren,Mirako,0,0,0,0
Senaren,Senana,0,0,0,0
Senara,Mira,0,0,0,0
Senara,Kai,0,0,0,0
Senara,Lena,0,0,0,0
Senara,Niko,0,0,0,0
Senara,Aria,0,0,0,0
Senara,Daren,0,0,0,0
Senara,Eli,0,0,0,0
Senara,Liona,0,0,0,0
Senara,Arira,0,0,0,0
Senara,Kairen,0,1,0,0
Senara,Ramiel,0,0,0,0
Senara,Ramimi,0,0,0,0
Senara,Eliel,0,0,0,0
Senara,Elina,0,0,0,0
Senara,Elian,0,0,0,0
Senara,Mirara,0,0,0,0
Senara,Arimi,0,0,0,0
Senara,Ramira,0,0,0,0
Senara,Ramian,0,0,0,0
Senara,Ramiko,0,0,0,0
Senara,Arina,0,0,0,0
Senara,Kaimi,0,0,0,0
Senara,Rook,0,2,1,0
Senara,Nova,16,9,2,0
Senara,Zane,0,0,1,0
Senara,Mirana,0,0,0,0
Senara,Mirako,0,0,0,0
Senara,Senana,0,0,0,0
Mirana,Mira,6,5,3,0
Mirana,Kai,0,0,0,0
Mirana,Lena,0,0,0,0
Mirana,Niko,0,0,0,0
Mirana,Aria,0,4,0,0
Mirana,Daren,0,0,0,0
Mirana,Eli,0,0,1,0
Mirana,Liona,0,0,0,0
Mirana,Arira,0,0,0,0
Mirana,Kairen,0,1,0,0
Mirana,Ramiel,0,0,0,0
Mirana,Ramimi,0,0,0,0
Mirana,Eliel,0,0,0,0
Mirana,Elina,0,0,0,0
Mirana,Elian,0,0,0,0
Mirana,Mirara,0,0,0,0
Mirana,Arimi,0,0,0,0
Mirana,Ramira,0,0,0,0
Mirana,Ramian,0,0,0,0
Mirana,Ramiko,0,0,0,0
Mirana,Arina,0,0,0,0
Mirana,Kaimi,0,0,0,0
Mirana,Zane,0,0,1,0
Mirana,Rook,0,0,0,0
Mirana,Mirako,0,0,0,0
Mirana,Senana,-2,0,1,0
Mirako,Mira,0,0,0,0
Mirako,Kai,0,0,1,0
Mirako,Lena,0,0,0,0
Mirako,Rook,0,0,0,0
Mirako,Niko,0,2,0,0
Mirako,Aria,0,0,0,0
Mirako,Daren,0,0,0,0
Mirako,Eli,0,0,0,0
Mirako,Zane,0,0,0,0
Mirako,Liona,0,0,0,0
Mirako,Arira,0,0,0,0
Mirako,Kairen,0,0,0,0
Mirako,Ramiel,0,0,0,0
Mirako,Ramimi,0,0,0,0
Mirako,Eliel,0,0,0,0
Mirako,Elina,0,0,0,0
Mirako,Elian,0,1,0,0
Mirako,Mirara,0,0,0,0
Mirako,Arimi,0,0,0,0
Mirako,Ramira,0,0,0,0
Mirako,Ramian,0,0,0,0
Mirako,Ramiko,0,0,0,0
Mirako,Arina,0,0,0,0
Mirako,Kaimi,0,0,0,0
Mirako,Mirana,0,0,0,0
Mirako,Senana,0,0,0,0
Senana,Mira,0,2,1,0
Senana,Kai,0,0,0,0
Senana,Lena,0,0,0,0
Senana,Rook,0,0,0,0
Senana,Niko,0,0,0,0
Senana,Aria,0,2,0,0
Senana,Daren,0,0,0,0
Senana,Eli,0,2,1,0
Senana,Zane,0,0,1,0
Senana,Liona,0,0,0,0
Senana,Arira,0,0,0,0
Senana,Kairen,0,0,0,0
Senana,Ramiel,0,0,0,0
Senana,Ramimi,0,0,0,0
Senana,Eliel,0,0,0,0
Senana,Elina,0,0,0,0
Senana,Elian,0,0,0,0
Senana,Mirara,0,0,0,0
Senana,Arimi,0,1,0,0
Senana,Ramira,0,0,0,0
Senana,Ramian,0,0,0,0
Senana,Ramiko,0,0,0,0
Senana,Arina,0,0,0,0
Senana,Kaimi,0,0,0,0
Senana,Mirana,-2,0,1,0
Senana,Mirako,0,0,0,0
